signature,n,elements
aeerrtt,2,retreta|tretera
aacdhpu,2,puchada|chupada
aaadpt,2,patada|tapada
aceenortt,3,trecenato|atontecer|entreacto
anov,2,nova|vano
aeimoprrs,2,permisora|impresora
aaabdegnr,2,bergadana|engarbada
aaeprs,5,apresa|paresa|pasear|sarape|pasera
aabdgoor,2,abogador|bogadora
aacorrz,4,acorzar|carroza|carrazo|cazarro
acjo,3,cajo|jaco|coja
aadeorrr,2,arrodear|arreador
acchnoos,2,conchosa|sancocho
acdeoorrt,4,retocador|rectorado|recortado|torcedora
aadelors,4,resalado|rosaleda|saladero|aselador
aeginprrs,2,persignar|respingar
aacelrtu,2,cautelar|curatela
adenoprr,2,perdonar|ponderar
aabcilmr,2,lambicar|calimbar
aaenrtu,2,atenuar|atunera
aejmrsu,2,murajes|jumarse
aciillmo,2,mollicia|maicillo
aaaabclr,2,acabalar|albacara
aceinnrt,2,encintar|centrina
ceimnnuó,2,emunción|icneumón
acehh,2,hecha|hache
aadilpr,2,lapidar|pradial
aadinnor,2,andorina|arandino
aeinort,2,aretino|reatino
cinoor,2,rocino|corion
aho,2,aho|hao
abefr,2,befar|febra
aaooprsv,2,pavorosa|vaporosa
aaaadgrru,2,aurragada|aguarrada
aacdior,4,aricado|cariado|rociada|arcadio
aaabillrt,2,tarabilla|atabillar
acceelr,2,calecer|recalce
aaelrt,4,relata|alerta|altear|latera
acdiimnnoó,2,admonición|dominación
aagtu,2,guata|tagua
aados,2,asado|osada
aopt,3,pato|apto|topa
adgou,2,guado|agudo
aacdlmo,2,colmada|calmado
aarr,3,arar|rara|arra
fortu,2,fruto|furto
ailopst,4,lopista|polista|postila|pistola
aabcejot,2,cabotaje|bocateja
adeiimnort,2,ardimiento|dinamitero
aillmor,2,morilla|ramillo
cciinotó,2,ticónico|nicótico
aaddlorsu,2,soldadura|saludador
aalmor,6,amolar|marola|alomar|amoral|almaro|almora
bceenors,2,esbronce|brocense
adeegnrs,2,desnegar|desgrane
adoop,2,opado|apodo
aiimooprrs,2,promisoria|apriorismo
aalm,3,lama|alma|mala
accchhou,2,cachucho|chuchoca
eforr,2,orfre|ferro
aaailmr,2,alimara|malaria
aeoprrr,2,porrear|perorar
aaeggnru,2,ganguera|ganguear
fu,2,fu|uf
agiinrrst,2,astringir|transigir
acopr,5,corpa|carpo|parco|copra|copar
aaceenprrt,2,encarpetar|carpentear
aaacdeorrt,2,atracadero|acertadora
aaacderst,2,desatacar|desacatar
adeillv,2,vellida|vedilla
agilno,2,ligona|nigola
aadeopprs,2,espadrapo|prepasado
aacdenoorr,2,acorneador|corneadora
acop,3,poca|paco|copa
aacchorrs,2,charrasco|chascarro
aaacdr,2,carada|arcada
aadeforrs,2,fresadora|desaforar
acderu,2,educar|cuerda
acint,2,tinca|cinta
aaddeim,2,mediada|diadema
afios,2,safio|foisa
aeegnrr,4,renegar|negrera|generar|negrear
aaaberrtuz,2,zarabutera|zarabutear
aaacnprt,2,carpanta|pancarta
aelnoost,2,tolonesa|alentoso
aluv,2,uval|luva
eioprt,4,pitreo|prieto|riepto|perito
aadilmortu,2,ultimadora|mutiladora
aainns,3,ansina|insana|asnina
bjou,2,bujo|jubo
beefo,2,efebo|febeo
aaadrv,2,avadar|varada
aacceirt,2,cicatear|cicatera
aaln,3,lana|anal|alna
aeefilrt,2,filarete|filetear
adot,2,toda|dato
aaceinnprtó,2,trepanación|parentación
aadillp,2,pillada|padilla
adeimost,2,modestia|estimado
aceilot,2,teocali|acetilo
aallrt,2,tallar|tralla
aeiprt,3,prieta|pitera|perita
aacenr,4,encara|nearca|canear|carena
addenors,2,desondra|desdonar
aeijrv,2,viraje|verija
acim,2,cima|mica
acinott,2,intacto|tantico
aeoprrssu,3,persuasor|supresora|presurosa
aeenoprst,2,esperanto|entrepaso
aeenrsv,2,envesar|arvense
aceeemnrtt,2,rectamente|tercamente
aadors,3,adosar|rosada|asador
aadlno,4,andola|alnado|loanda|lanado
acdeerrt,2,tardecer|decretar
aerrtu,3,utrera|erutar|uretra
aceenort,3,tenacero|coeterna|carenote
efilno,2,fileno|felino
aacmr,2,marca|macar
aeeinprrst,3,interpresa|respirante|preinserta
aeioprsv,2,avispero|opresiva
adenrtu,2,durante|tundear
aaagiinnstu,2,santiaguina|agustiniana
aceilors,3,solercia|escoliar|escorial
accinpó,2,pacción|capción
aabdelmo,2,bemolada|embolada
aemnoors,2,remanoso|nemorosa
eejot,2,ojete|ejote
aadfr,4,farad|frada|farda|fadar
aabenqtu,2,tabanque|banqueta
aaacdlor,3,caladora|acodalar|aclarado
aceennt,2,centena|encante
aabt,2,bata|taba
goor,2,ogro|rogo
aefr,2,rafe|afer
acemot,2,camote|cometa
aaefnrrt,2,afrentar|fraterna
aelmos,2,melosa|esmola
aimos,2,omisa|samio
aacghorr,2,chagorra|garrocha
abijllo,2,bajillo|jabillo
aaders,2,resada|asedar
acehrt,3,techar|chatre|trecha
adiprtu,2,tripuda|diputar
acehlr,2,lechar|lercha
aaacdefnrs,2,francesada|escafandra
aacchl,2,calcha|chacal
abchoorr,2,barrocho|borracho
bceeorr,5,bercero|becerro|cebrero|cerebro|cerbero
adin,3,dina|inda|nadi
aacdeehinr,2,inhacedera|adherencia
aacortz,2,torcaza|cartazo
cein,2,cine|cien
aaeglort,3,lagotera|lagotear|lagarteo
aaadllorr,2,arrollada|ralladora
aeeiimnorrtt,2,retraimiento|retiramiento
air,2,ria|ira
aabz,2,abaz|baza
aaepst,2,apaste|espata
aemrt,2,metra|marte
aelrt,3,retal|telar|letra
aacennort,2,cantonera|cantonear
aabeorrs,2,rabosear|saborear
aeinrrs,2,serrina|resinar
aaaablmrrt,2,malbaratar|almarbatar
eooprrt,3,portero|potrero|tropero
aaaccerrv,2,carcavear|carcavera
aaadeprst,2,desatapar|estrapada
aaelrrst,2,lastrear|resaltar
closu,2,sulco|lusco
acijnot,2,jacinto|cintajo
adloors,2,solador|lardoso
abcil,2,cibal|bical
acenr,6,carne|renca|cerna|nacre|nacer|cenar
oort,5,orto|otor|otro|toro|roto
aaccnor,3,canorca|cornaca|ancorca
aaaflm,2,alfama|malafa
aadgillr,2,gradilla|grillada
achiillqu,2,chiquilla|chilaquil
aimpr,2,prima|impar
lloor,2,rollo|lloro
aetv,3,evat|vate|veta
iloos,2,lioso|solio
aadelpr,4,pardela|prelada|perlada|apeldar
ademnoort,3,monteador|remontado|montadero
aaderr,4,aderar|ardera|aderra|errada
aacilmrs,2,lamiscar|mariscal
aaacdenrt,2,cantadera|encartada
iors,2,riso|siro
aadegorrt,2,gorretada|tragadero
aabdnoortu,2,botonadura|aturbonado
adenov,2,nevado|venado
aagnr,3,ganar|grana|angra
acelmz,2,mezcla|mezcal
aaimrst,2,marista|amistar
eilr,2,eril|riel
aacdno,2,ancado|canado
aailmnos,2,alimosna|laminosa
aejr,2,reja|jera
acdeorrr,3,derrocar|recordar|cerrador
aabelrst,2,tresalba|lebrasta
aacdgilo,2,galicado|coligada
aabcillr,2,bacillar|cabrilla
aeirtt,2,traite|tireta
aaeqrru,3,raquear|arquear|raquera
adeilnr,3,dineral|relinda|lindera
aacdoru,2,acurado|arcuado
ceoorv,2,revoco|vocero
acdenors,2,condesar|asconder
aaartz,2,taraza|zatara
aeemnrst,2,sementar|menestra
aejor,5,oreja|ajero|ojera|ojear|oraje
aabcerr,5,cabrera|cabrear|recabar|bracera|bracear
adegmors,2,desmogar|desgomar
adinr,2,nadir|dinar
aceeilnrvó,2,relevación|revelación
aeersv,2,revesa|severa
aaacdenr,2,carneada|encarada
oors,2,soro|roso
accdhnoo,2,conchado|cachondo
aimnr,2,minar|manir
ailmtú,2,mútila|última
afov,2,favo|vafo
bouy,2,yubo|buyo
aeimprr,4,primera|premiar|imperar|apremir
aaiprñ,2,apiñar|rapiña
aaaabccelr,2,calabacera|calabacear
aailmnr,2,laminar|alminar
acejor,4,coraje|cojera|cajero|cojear
ailmop,2,lipoma|amplio
aacemnop,2,campaneo|empacona
acddiioors,2,diascordio|disociador
aabeirt,2,abierta|rabieta
aabcdmo,2,combada|cambado
aaadegorrsu,2,rasgueadora|aseguradora
adeorrs,3,sordera|drosera|serrado
aabelrs,4,sablear|balsear|rebalsa|sablera
aaadprz,2,zaparda|zarpada
acilnoor,5,corniola|incolora|carolino|coralino|coironal
aceinnort,3,cantinero|rocinante|nectarino
aiimopprr,2,impropiar|impropria
afotu,2,fatuo|atufo
anptí,2,patín|tapín
aejot,2,ajote|jateo
aacdeioprrs,3,apriscadero|esparcidora|escarpiador
aegll,2,llega|legal
acnorr,2,rancor|roncar
aadrt,2,datar|tarda
aaeilnpst,2,penalista|palestina
ainopt,2,pinato|topina
acdeinorrs,3,escarnidor|considerar|sincerador
aeflorst,2,forestal|floresta
aeilmn,4,milena|melina|mainel|lemnia
aceenst,2,secante|cesante
accfinors,2,confiscar|francisco
aeins,2,sanie|siena
aeenoprt,2,operante|panetero
adeeoprrt,5,retrepado|torpedera|pedorreta|petardero|torpedear
aacinors,2,sacarino|ranciosa
achmoorr,2,machorro|chamorro
deeijorv,2,revejido|vedijero
abcenru,2,cebruna|encubar
admo,2,doma|moda
eginnou,2,genuino|ingenuo
aacdesu,2,saducea|sauceda
adfinor,2,frondia|fornida
aailsv,3,saliva|valais|salvia
aacddeorrs,2,escardador|desacordar
aaderv,3,vadear|vadera|adarve
aerruz,2,rezura|zurear
cdeorstu,2,crestudo|seductor
aceiprst,3,cespitar|escripta|prescita
adev,3,evad|vade|veda
cmoou,2,ocumo|cuomo
aailr,2,aliar|liara
adru,3,adur|dura|ruda
ceios,2,cesio|seico
acilors,3,oscilar|salicor|oliscar
acefirstó,2,estrófica|feróstica
aeinorrt,4,ternario|orientar|anterior|trianero
agruu,2,augur|uruga
aiorrst,2,riostra|trasoir
amo,2,amo|moa
aeimopr,2,amperio|apremio
acllor,2,cloral|collar
aabcelr,3,bacelar|alberca|calabre
aaadprru,2,arpadura|rapadura
abcchmou,2,cambucho|cachumbo
aaceoprt,2,capotera|capotear
aciltí,2,lítica|lícita
aadelrrtu,2,letradura|adulterar
aadlmru,2,muladar|muradal
adillort,2,tordilla|trillado
amná,2,maná|amán
aaps,3,aspa|pasa|sapa
adejnpró,2,padrejón|pradejón
aeilnrs,2,ensilar|enlisar
aadgimnn,2,mindanga|mandinga
adeinorr,3,reinador|enriador|arriendo
bruí,2,rubí|burí
aaadelpt,2,plateada|paletada
acelnru,2,nuclear|lucerna
abcdenoor,3,encobador|bronceado|encobrado
emosu,2,museo|mueso
abno,2,bona|nabo
gilos,2,logis|siglo
aaegmnrí,2,gramínea|germanía
adegimor,2,emigrado|gemidora
aacdnu,3,adunca|canuda|ancuda
aioppr,2,papiro|propia
aaadoprs,2,pasadora|aspadora
aaefrrr,2,farrear|aferrar
adglo,2,dalgo|dogal
cdeeoprr,2,proceder|podrecer
cehoort,2,cohorte|chorote
abeiqruz,2,bizquera|bizquear
aaacenprt,2,apacentar|carpetana
ceo,2,ceo|eco
adej,3,jade|deja|jeda
aadelru,2,adulear|aleudar
aaeglmorr,2,almagrero|aglomerar
acehlp,2,chapel|chaple
aaabdlr,2,labrada|albarda
eims,2,mies|semi
aop,2,opa|poa
aceijmno,2,mejicano|caminejo
afgo,2,gafo|gofa
afjlo,2,floja|fajol
aaabcceelrs,2,cascabelear|cascabelera
adenot,2,tandeo|entado
adilorv,2,olvidar|vilorda
aclnó,2,lacón|calón
aaelnors,2,resolana|solanera
aaginortu,3,aurgitano|nugatoria|autrigona
aaeprr,2,aperar|parear
aabddlnoo,2,doblonada|baldonado
aacdeioprr,2,apreciador|preciadora
aacelnors,2,escalonar|roncalesa
aadelorv,4,lavadero|veladora|valedora|voladera
aceiorst,2,cariseto|sectario
adforrtu,2,trufador|furtador
aceinnru,2,renuncia|enunciar
aillmorr,2,marrillo|morrilla
inoov,2,novio|ovino
adeeinrst,2,resentida|enditarse
addeioprrst,3,dispertador|despartidor|destripador
aceestu,2,acusete|escueta
aeinprt,3,pretina|pintear|terpina
aafgr,3,fraga|garfa|gafar
abemoort,2,tamboreo|teobroma
aceert,4,acetre|cerate|receta|erecta
aabeglrr,2,rebalgar|albergar
aacdeoorv,2,evocadora|voceadora
acnot,3,conta|tonca|canto
aceehrrstu,2,estrechura|chartreuse
aaertv,2,vareta|verata
aadder,2,redada|dadera
abbor,2,barbo|babor
aacddiosu,2,cuidadosa|acuosidad
aacinrtu,3,urcitana|cuantiar|anticuar
aaduz,2,azuda|audaz
adeilmno,2,demonial|molienda
bmoru,2,brumo|rumbo
dios,2,idos|dios
aaerrv,2,varear|averar
acdegino,2,cogienda|encogida
aaeiimprtv,2,premiativa|imperativa
efort,3,frote|fetor|forte
aejorrt,2,torreja|tarjero
aalns,2,asnal|nasal
abceillor,4,ceriballo|caribello|cabrilleo|cabillero
acillmo,2,macillo|comilla
aaimnrt,2,martina|imantar
abdiors,2,sabidor|sabrido
cdeeorrí,2,recerído|recreído
aaaceprrrs,2,carraspera|carraspear
aacdir,2,criada|cadira
aajmno,2,jamona|majano
aeirrst,3,riestra|estriar|estirar
aanp,2,pana|napa
aacdelnr,3,cardenal|celdrana|calendar
aegnoorr,2,gonorrea|organero
aaacinrt,2,artanica|traciana
dloo,2,dolo|lodo
adenop,2,pandeo|penado
accdennoort,2,concordante|concentrado
aacrt,4,traca|tacar|carta|catar
aaceinnrt,2,cantinera|nectarina
aairr,2,arria|airar
aalrsv,2,salvar|valsar
acorr,4,corar|carro|corra|croar
aaciimnnoort,2,ornitomancia|conminatoria
aachnor,2,arnacho|anchoar
acipr,2,pirca|picar
aablrr,3,ralbar|labrar|barral
aacnotz,2,cantazo|cotanza
airt,3,rita|itar|tira
aaaddenr,2,nadadera|andadera
afiorst,2,forista|sofrita
adeenostt,2,entestado|desatento
aadfijor,2,fijadora|forajida
aadellooprt,2,aportellado|atropellado
ceeiopprtv,2,preceptivo|perceptivo
aberz,2,berza|bezar
abrí,2,barí|rabí
aaabdoy,2,aboyada|abayado
aagilmors,2,lagrimosa|milagrosa
aaemnrt,5,amentar|mantear|mantera|entamar|materna
aacmoprs,2,compasar|comparsa
aadillorrst,2,rastillador|rastrillado
aaadelnort,2,alentadora|andalotera
aaceflorrí,2,calorífera|coralífera
aeinrv,2,avenir|enviar
ceeehprtu,2,pucherete|rechupete
aabcmrá,2,cámbara|cambará
aegnorr,4,engarro|engorra|engorar|granero
abdiorst,2,brodista|bastidor
ahillnor,3,hollinar|hornilla|honrilla
aaagilr,2,aliagar|argalia
aaillrrt,2,traillar|artillar
aeeegnrrr,2,regenerar|renegrear
acemnpó,2,empacón|campeón
acfilmoé,2,famélico|maléfico
ils,2,sil|lis
adeenost,2,setenado|entesado
aacerrtí,2,tracería|cartería
aaddloru,2,adulador|doladura
aaacdinnor,2,draconiana|anacardino
aaddeorrt,2,retardado|derrotada
aaegilrtu,2,latiguera|latiguear
aaddelmoor,2,modeladora|moldeadora
aaacdelnor,2,encaladora|alanceador
aeopr,3,arpeo|apero|pareo
aacdllo,2,callado|collada
abinos,3,bosnia|sabino|sobina
cchilno,2,conchil|chincol
acdeinor,3,cerionda|increado|indecora
aacdeorst,2,desacotar|sectadora
aaaimnr,2,mariana|amainar
aaacgilnn,2,ganancial|anglicana
aaadiorsv,2,saraviado|avisadora
acceinors,2,seccionar|carniseco
aeilqtu,2,tequila|quilate
acdeilnor,2,cidronela|candilero
aaflquí,2,falquía|alfaquí
deopr,4,poder|podre|pedro|drope
aeeimmnort,2,ermamiento|remamiento
aaadlorst,2,asaltador|saltadora
aadeorstt,3,retostada|testadora|trasteado
aanovz,3,onzava|navazo|avanzo
aegnortu,2,gatunero|guantero
aces,2,seca|esca
aehirr,2,aherir|hierra
eilprt,3,triple|reptil|pretil
aacdov,2,cavado|vacado
aeinrrv,4,ivernar|nerviar|envirar|revinar
dioos,2,sodio|dioso
aailnop,3,pianola|opalina|polaina
beoos,2,obeso|sobeo
aaddinor,2,dardanio|ardionda
acehimrs,2,chismera|chismear
aacnopt,2,patanco|tapanco
aaceimrst,3,carmesita|ceramista|escatimar
aaaclrtz,2,alcatraz|alcartaz
aaacentt,2,atacante|acatante
deoorr,3,odrero|roedor|rodero
ddeiopr,2,perdido|pedidor
agos,3,sago|asgo|soga
aenoors,2,onerosa|arenoso
acelrtu,4,cultera|cuartel|recluta|lectura
aeegrst,3,gestera|gestear|agreste
eooprs,4,sopero|opreso|esporo|reposo
emoorr,2,morreo|romero
abdiorr,2,barrido|abridor
alopsu,2,apulso|plauso
aagjos,2,gajosa|gasajo
aadlru,3,adular|laudar|raudal
ails,2,lisa|isla
abioors,2,rabioso|orobias
aacinorrt,2,catarrino|contraria
achmo,2,mocha|macho
aaginstu,2,agustina|angustia
aaadeprs,2,aspadera|pasadera
delmoor,2,moldero|moledor
ejntó,2,jetón|tejón
acdenoorr,2,cordonera|corneador
aachlop,2,lapacho|chapola
aaddeemorrr,2,arremedador|derramadero
acdeinot,2,candiote|cinteado
adeimorr,2,miradero|remirado
acisu,2,sucia|cuasi
aaillrrst,2,rastillar|rastrilla
aabcdnoor,2,cordobana|carbonado
aadlloorr,2,arrollado|lloradora
achinor,2,chirona|hircano
aorñ,3,raño|ñora|roña
aabberr,3,abebrar|barbera|barbear
adinnor,2,andrino|nardino
aaimnorst,2,armonista|romanista
aeimprt,2,primate|impetra
eiloot,2,etolio|eolito
ailst,2,lista|astil
aabdeors,3,resobada|sabedora|sobadera
aiimnoopt,2,monotipia|toponimia
aacz,2,zaca|caza
acdeoorv,2,voceador|evocador
aaaddinr,2,dinarada|dardania
cdiopu,2,cupido|picudo
aacnor,5,carona|arcano|arcona|corana|canora
aceopst,3,pectosa|aspecto|tapesco
agorz,2,gozar|garzo
aeinnrtt,2,intentar|entintar
abel,2,labe|bela
acceeimnopt,2,compaciente|competencia
aalmort,2,marlota|almorta
adelno,3,ledona|alnedo|aneldo
bdiou,2,dubio|buido
aco,3,cao|coa|oca
aadnno,3,andona|annado|nonada
aaabdemrr,2,embarrada|bramadera
acdooz,2,codazo|cadozo
ceior,2,cerio|recio
adelmnor,2,melandro|almendro
acinrtó,4,citarón|nórtica|trónica|acitrón
aalort,3,alrota|arlota|alotar
aacnot,3,acanto|atanco|cotana
ceinost,3,estinco|insecto|incesto
acorsuñ,2,rascuño|surcaño
acnoot,3,tocona|cotona|conato
belortu,2,brulote|burlote
cdehior,2,redicho|dichero
aeinoprs,3,serapino|pisonear|persiano
firrsu,2,sufrir|furris
aacillm,2,millaca|camilla
aalnr,2,ranal|lanar
aeegrtv,2,vergeta|vegetar
eiostv,2,soviet|estivo
aeoopsst,2,estoposa|apestoso
adeerv,2,vereda|verdea
aeeennrtv,2,venerante|enervante
aceilnop,2,calepino|pelicano
aceeinnort,2,centenario|terenciano
billor,2,brillo|bollir
aailmr,4,alamir|ramial|marial|almiar
aaeemnrst,2,rasamente|enmatarse
aefgirru,2,figurera|refugiar
aeimnoorst,2,monasterio|estramonio
acceinró,3,creación|reacción|ceración
aabdilors,2,brasilado|silbadora
addegors,2,desgrado|grosedad
aeimnorst,3,mentirosa|menorista|sarmiento
aaddnoor,2,donadora|orondada
achlu,2,lucha|chula
aadgno,3,ganado|nogada|agnado
aaacintv,2,cavatina|vaticana
aaceiprr,2,apreciar|precaria
aaadlort,2,taladora|atalador
aacerrr,3,carrear|acerrar|carrera
aeilmopst,2,petalismo|polemista
mnotí,2,motín|tomín
adeiinovz,2,enviadizo|avenidizo
eefoprstí,2,pestífero|epístrofe
aaelrss,3,salsear|lasarse|salsera
aanoprrt,2,aprontar|pantorra
ademors,3,medrosa|desamor|merdosa
aadfilor,3,falordia|afilador|filadora
aacdnnoot,2,cantonado|connotada
aaceemnorst,2,casamentero|encamotarse
aaadgil,2,adagial|algaida
ceenot,2,enteco|cenote
aery,2,yare|ayer
aadejr,2,rejada|jadear
adeeeimnnort,2,enredamiento|entremediano
ceioprrst,3,escriptor|prescrito|rescripto
acehmot,2,mocheta|machote
acellmo,2,calomel|camello
eers,2,seer|eser
aeloprtí,2,pletoría|tropelía
aaberrv,3,bravera|bravear|abrevar
adeorñ,2,doñear|redaño
adeinpsu,2,espinuda|espundia
cdimnooó,2,incómodo|monódico
ailpru,2,urpila|piular
aellmor,4,mollera|mallero|mollear|meollar
aarz,3,raza|zara|azar
aceeellnrt,3,centellear|entrecalle|entallecer
aabcdeeorst,2,bastecedora|abastecedor
aceoss,2,escaso|escosa
abot,4,bato|bota|tabo|toba
aeeilnst,2,selenita|saliente
agjlor,2,joglar|gorjal
aeilms,3,maesil|melisa|mielsa
aeenrrt,5,errante|enterar|rentera|ternera|terrena
aenqu,2,quena|naque
aadeinrst,3,sardineta|desatinar|disantera
acinoorst,2,corisanto|coronista
aeginorst,4,grosienta|grasiento|gestionar|entosigar
acdiopr,2,picador|picardo
aadilmnor,2,laminador|almidonar
aadopr,3,parado|arpado|apodar
cloo,2,loco|colo
acchor,3,charco|corcha|chocar
aacerrt,6,cartera|retacar|recatar|acertar|carreta|cartear
ailnos,2,salino|losina
aacceln,2,alcance|cancela
beeirt,2,rebite|ribete
aellv,3,valle|lleva|llave
acefiinnott,2,tonificante|notificante
aimrz,2,mizar|mirza
aacdorz,2,cazador|cadarzo
ajor,4,jora|roja|jaro|ojar
aacdmoor,3,acromado|morocada|acomodar
ano,2,ano|nao
aaelnr,2,arenal|lanera
abgilor,2,brigola|obligar
aacddeilu,2,ciudadela|aluciedad
aacdeenprs,2,desencapar|encrespada
aablmr,2,rambla|amblar
boor,2,robo|boro
adlmuí,2,almudí|muladí
aaefinrst,2,enfastiar|farinetas
ceoopr,2,copero|pocero
aelost,5,salteo|estola|soleta|loseta|estalo
aaflr,2,rafal|alfar
aamnrzó,2,armazón|ramazón
acdeirst,2,discreta|descrita
aehiinst,2,inhiesta|hiniesta
aaeptt,2,pateta|tapate
enopstó,2,sopetón|estopón
aenoqrrtu,2,tranquero|tronquear
aeginotv,2,negativo|gavinote
aaelpr,3,palera|apelar|palear
acnotu,2,cuanto|canuto
aejooqsu,2,aquejoso|ajoqueso
aerr,3,arre|raer|erar
ioqtu,2,toqui|quito
ceijoorrt,3,cortijero|retorcijo|cerrojito
ailov,3,viola|voila|oliva
aacdennor,2,encornada|encarnado
abejot,2,bojeta|boteja
acceinsó,2,accesión|cesación
aaadeglr,2,regalada|galerada
aaacil,2,aliaca|acalia
aadmnr,3,mandra|damnar|mandar
artu,2,ruta|tura
aaceelrs,3,calesera|esclarea|escalera
acelssu,2,seclusa|esclusa
aadgoru,2,aguador|aguardo
bceeeiinrt,2,recibiente|entibiecer
adeemnor,2,monedear|meneador
amort,3,motar|tramo|tomar
abelrsu,2,brusela|salubre
acehinrrt,2,trinchear|trinchera
aacd,2,daca|cada
elnop,4,pleon|penol|pleno|polen
acfinó,2,fación|fónica
aaeprt,4,patera|tapera|aparte|patear
aacimnru,2,manicura|murciana
addeiorrst,2,terrosidad|disertador
aabir,3,rabia|abiar|baria
aaadginopu,2,paniaguado|apaniguado
aaceinrs,2,cesarina|arenisca
acgilnu,2,canguil|glucina
aadegorrsu,2,rasgueador|asegurador
aabdmorru,2,brumadora|abrumador
abcdeeiilmn,2,medicinable|inmedicable
eoprstu,3,estupor|estrupo|estupro
aaeglrs,3,salegar|resalga|glasear
aaadeilrt,2,aliterada|atirelada
adeeinrt,2,retenida|ardiente
aeoqrrstu,3,orquestra|orquestar|trasquero
aalt,4,tala|lata|atal|alta
aciinrtó,2,atrición|traición
einorrs,2,sonreir|serrino
aelp,2,peal|pela
aaenprst,2,espantar|raspante
aeijoprt,2,pijotera|potajier
aademnor,4,menadora|amonedar|enramado|manadero
aelopt,3,paleto|pelota|palote
aacn,2,cana|anca
agmosá,2,sámago|ságoma
aaegnor,2,arganeo|agareno
eilnpr,2,pinrel|pernil
aaegnrv,2,navegar|varenga
aamorr,2,aromar|amarro
aceens,2,escena|secena
aadeilrt,2,iletrada|datilera
abclo,3,cobla|bocal|bloca
aeirrs,3,sierra|irarse|seriar
aaeilnortv,2,volatinera|volteriana
aabelnrt,3,labrante|entablar|ablentar
aadegrsu,2,desaguar|guardesa
aacdnos,2,cansado|andosca
aadeflr,2,faldera|faldear
aceenorrst,2,encorsetar|entorcarse
acegru,2,guacer|cargue
aadimnor,3,minadora|animador|mondaria
aaillnoqu,2,alquilona|aquilonal
aabdegrru,2,bregadura|gardubera
aaaccdelr,2,calcadera|recalcada
accehno,2,cenacho|cancheo
aeinpr,2,peinar|pierna
aaceelnrrt,2,entreclara|recalentar
aacejrr,3,cerraja|rejacar|jerarca
aellnot,2,entallo|llanote
aaclp,3,clapa|palca|placa
adeginrs,2,designar|dignarse
aacemrru,2,maracure|marrueca
acelop,3,cepola|copela|capelo
aagpr,3,pagar|garpa|grapa
adilru,4,liudar|ludria|ludiar|aludir
amors,3,marso|armos|morsa
aacderr,2,recadar|cerrada
adeinotv,2,adviento|indevota
aalmnos,2,almosna|malsano
aaeiprrt,2,piratear|petraria
aaacfinró,2,anafórica|faraónica
beiorst,2,brisote|estribo
aeiimnrst,2,intermisa|minerista
aaaeprtz,2,zapatear|zapatera
aeinrtu,2,uterina|neurita
cdeeiimnortu,2,reducimiento|recudimiento
aaachlz,2,chalaza|alcahaz
aeemrrs,2,remesar|esmerar
aeprrsu,2,presura|superar
aelortv,2,velorta|voltear
eilos,2,isleo|ileso
anorrz,2,ronzar|roznar
cdnooru,2,corundo|cornudo
aadeflors,3,falseador|refalsado|rosadelfa
aaadeprr,2,paradera|reparada
agilmoort,2,logaritmo|algoritmo
aarrz,2,razar|arraz
acenort,6,cretona|arconte|cantero|certano|contera|corneta
acimot,2,matico|mocita
aailx,2,axial|axila
eioprst,2,pistero|prioste
aciorrs,2,cirrosa|arrisco
aadeelpr,4,pedalear|peraleda|peladera|repelada
aeoqrru,3,roquera|raquero|arquero
aaaeqrrruv,2,varraquear|varraquera
adeirsv,3,diversa|desviar|devisar
acelp,2,capel|pleca
cdeoor,3,codero|decoro|recodo
aeginrv,2,envigar|vinagre
aaaenprst,3,espartana|antepasar|partesana
aacilnru,3,alcurnia|alucinar|caulinar
agilmor,2,miraglo|milagro
abceeiillmnostu,2,bulliciosamente|escabullimiento
abcior,2,cabrio|bracio
acdir,2,crida|cidra
acflo,2,focal|flaco
adeln,2,lande|andel
aacilmos,2,camisola|calimosa
agilo,2,galio|logia
adillopr,2,pillador|pardillo
aacdhinor,2,hacinador|rodachina
aaegnortz,2,zangotear|rozagante
aacdegnnoru,2,candonguera|candonguear
aceenorá,2,arenáceo|neorácea
aabrsstu,2,subastar|abstrusa
aelorsí,2,solería|esloría
aeint,2,nieta|tenia
abcloot,2,cobalto|taclobo
acmsu,2,cusma|musca
aiinorst,2,ironista|aristino
aacciors,2,rascacio|cariacos
aeiprrs,2,espirar|repisar
abelmor,2,olambre|embolar
acirsstu,2,suscrita|suscitar
acení,2,encía|ceína
aacceht,2,chacate|cacheta
abmort,2,tambor|tromba
ainp,3,nipa|pina|pian
abdenoors,2,sobandero|ensobrado
aaelntt,2,atlante|talante
aeioprrs,2,arrepiso|prioresa
aaenpst,2,pasante|pestana
aaadforr,2,aforadar|aforrada
aegnprtu,3,pregunta|purgante|peguntar
aoossñ,2,sañoso|sosaño
aamoors,2,amorosa|aromosa
beeertv,2,brevete|bervete
aelrv,3,levar|valer|velar
aosv,3,vosa|vaso|ovas
aacdlnor,2,alcandor|cardonal
accdeioors,2,coracoides|sacerdocio
co,2,co|oc
cenoru,2,cuerno|cunero
aacelmnosí,2,comensalía|alcomenías
aabdelnor,3,banderola|baldonear|bandolera
aaijoprt,2,apartijo|pajarito
abceirs,3,escibar|escriba|bisecar
adeforr,2,ferrado|fardero
aachorr,2,horacar|ahorcar
